record_status,variable_role,canonical_name,raw_mnemonic,physical_definition,measurement_location,original_uom,canonical_uom,sampling_basis,aggregation_window,operational_state,conversion,missing_rule,physical_range_rule,smoothing_status,derived_status,evidence_source,ambiguity_status,rop_definition,instantaneous_or_averaged,depth_or_time_derived,window_length,connection_exclusion,off_bottom_exclusion,reaming_exclusion,zero_policy,negative_policy,upper_range_policy,archive_scope,notes
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,weight_on_bit,SWOB,Source-reported surface weight on bit,surface,1000 lbf,kkgf,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x0.45359237_to_kkgf,mark unavailable; frozen source median after family qualification,0 <= WOB_kkgf <= 100; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Northern Carnarvon Basin|Gorgon|6826|MWD-LWD/LAS/GOR-1A_LWD_RM_Drilling Mech Depth Based_Well Composite_240-4795.50m.las,(RT)    (DRILLING_SURFACE)      (6in)                   Surface Weight On Bit
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,surface_rotary_speed,RPM,Source-reported surface rotary speed,surface,c/min,rpm,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x1,mark unavailable; frozen source median after family qualification,0 <= surface_RPM_rpm <= 500; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Northern Carnarvon Basin|Gorgon|6826|MWD-LWD/LAS/GOR-1A_LWD_RM_Drilling Mech Depth Based_Well Composite_240-4795.50m.las,(RT)    (DRILLING_SURFACE)      (6in)                   Rotational Speed
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,standpipe_pressure,SPPA,Source-reported standpipe pressure,surface,psi,kPa,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x6.894757293168_to_kPa,mark unavailable; frozen source median after family qualification,0 <= SPP_kPa <= 70000; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Northern Carnarvon Basin|Gorgon|6826|MWD-LWD/LAS/GOR-1A_LWD_RM_Drilling Mech Depth Based_Well Composite_240-4795.50m.las,(RT)    (DRILLING_SURFACE)      (6in)                   Standpipe Pressure
PRINCIPALLY_FROZEN_ARCHIVE_SPECIFIC_PASS,target,rate_of_penetration,ROP5,Source-reported operational rate of penetration representing new-hole advancement during eligible active-drilling intervals,wellbore advancement,m/h,m/h,native depth-indexed source object,5 ft (approximately 1.5 m) source window,drilling-surface lineage in selected header,x1_to_m_per_h,exclude nonfinite target and count,finite and strictly positive; no upper truncation,source reported; no new smoothing,source-reported measured or derived lineage recorded,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,(RT)    (DRILLING_SURFACE)      (6in)                   Rate of penetration averaged over the last 5 ft (1.5 m),averaged,source-reported depth-indexed curve,5 ft (approximately 1.5 m),exclude when explicitly flagged,exclude when explicitly flagged or require drilling-only lineage,exclude when explicitly flagged or require new-hole lineage,exclude and count,exclude and count,retain finite positive extremes and flag,Northern Carnarvon Basin|Gorgon|6826|MWD-LWD/LAS/GOR-1A_LWD_RM_Drilling Mech Depth Based_Well Composite_240-4795.50m.las,ROP numeric payload remained inaccessible when this row was generated
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,measured_depth,DEPT,Measured depth along the wellbore trajectory,wellbore trajectory index,m,m,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x1,mark unavailable; frozen source median after family qualification,0 <= MD_m <= 15000; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Northern Carnarvon Basin|Gorgon|6827|MWD-LWD/ASCII/GOR-1B_LWD RM Drilling Mech Depth Based_Well Composite_240-5303.5m.las,Depth Index
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,weight_on_bit,SWOB,Source-reported surface weight on bit,surface,1000 lbf,kkgf,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x0.45359237_to_kkgf,mark unavailable; frozen source median after family qualification,0 <= WOB_kkgf <= 100; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Northern Carnarvon Basin|Gorgon|6827|MWD-LWD/ASCII/GOR-1B_LWD RM Drilling Mech Depth Based_Well Composite_240-5303.5m.las,(RT)    (DRILLING_SURFACE)      (6in)                   Surface Weight On Bit
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,surface_rotary_speed,RPM,Source-reported surface rotary speed,surface,c/min,rpm,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x1,mark unavailable; frozen source median after family qualification,0 <= surface_RPM_rpm <= 500; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Northern Carnarvon Basin|Gorgon|6827|MWD-LWD/ASCII/GOR-1B_LWD RM Drilling Mech Depth Based_Well Composite_240-5303.5m.las,(RT)    (DRILLING_SURFACE)      (6in)                   Rotational Speed
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,standpipe_pressure,SPPA,Source-reported standpipe pressure,surface,psi,kPa,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x6.894757293168_to_kPa,mark unavailable; frozen source median after family qualification,0 <= SPP_kPa <= 70000; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Northern Carnarvon Basin|Gorgon|6827|MWD-LWD/ASCII/GOR-1B_LWD RM Drilling Mech Depth Based_Well Composite_240-5303.5m.las,(RT)    (DRILLING_SURFACE)      (6in)                   Standpipe Pressure
PRINCIPALLY_FROZEN_ARCHIVE_SPECIFIC_PASS,target,rate_of_penetration,ROP5,Source-reported operational rate of penetration representing new-hole advancement during eligible active-drilling intervals,wellbore advancement,m/h,m/h,native depth-indexed source object,5 ft (approximately 1.5 m) source window,drilling-surface lineage in selected header,x1_to_m_per_h,exclude nonfinite target and count,finite and strictly positive; no upper truncation,source reported; no new smoothing,source-reported measured or derived lineage recorded,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,(RT)    (DRILLING_SURFACE)      (6in)                   Rate of penetration averaged over the last 5 ft (1.5 m),averaged,source-reported depth-indexed curve,5 ft (approximately 1.5 m),exclude when explicitly flagged,exclude when explicitly flagged or require drilling-only lineage,exclude when explicitly flagged or require new-hole lineage,exclude and count,exclude and count,retain finite positive extremes and flag,Northern Carnarvon Basin|Gorgon|6827|MWD-LWD/ASCII/GOR-1B_LWD RM Drilling Mech Depth Based_Well Composite_240-5303.5m.las,ROP numeric payload remained inaccessible when this row was generated
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,measured_depth,DEPT,Measured depth along the wellbore trajectory,wellbore trajectory index,m,m,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x1,mark unavailable; frozen source median after family qualification,0 <= MD_m <= 15000; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Northern Carnarvon Basin|Gorgon|7456|MWD-LWD/ASCII/GOR-4C_RM_Drilling Mech Depth Based_Well Composite_277.1-4803m.las,Depth Index
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,weight_on_bit,SWOB,Source-reported surface weight on bit,surface,1000 lbf,kkgf,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x0.45359237_to_kkgf,mark unavailable; frozen source median after family qualification,0 <= WOB_kkgf <= 100; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Northern Carnarvon Basin|Gorgon|7456|MWD-LWD/ASCII/GOR-4C_RM_Drilling Mech Depth Based_Well Composite_277.1-4803m.las,(RT)    (DRILLING_SURFACE)      (6in)                   Surface Weight On Bit
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,surface_rotary_speed,RPM,Source-reported surface rotary speed,surface,c/min,rpm,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x1,mark unavailable; frozen source median after family qualification,0 <= surface_RPM_rpm <= 500; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Northern Carnarvon Basin|Gorgon|7456|MWD-LWD/ASCII/GOR-4C_RM_Drilling Mech Depth Based_Well Composite_277.1-4803m.las,(RT)    (DRILLING_SURFACE)      (6in)                   Rotational Speed
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,standpipe_pressure,SPPA,Source-reported standpipe pressure,surface,psi,kPa,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x6.894757293168_to_kPa,mark unavailable; frozen source median after family qualification,0 <= SPP_kPa <= 70000; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Northern Carnarvon Basin|Gorgon|7456|MWD-LWD/ASCII/GOR-4C_RM_Drilling Mech Depth Based_Well Composite_277.1-4803m.las,(RT)    (DRILLING_SURFACE)      (6in)                   Standpipe Pressure
PRINCIPALLY_FROZEN_ARCHIVE_SPECIFIC_PASS,target,rate_of_penetration,ROP5,Source-reported operational rate of penetration representing new-hole advancement during eligible active-drilling intervals,wellbore advancement,m/h,m/h,native depth-indexed source object,5 ft (approximately 1.5 m) source window,drilling-surface lineage in selected header,x1_to_m_per_h,exclude nonfinite target and count,finite and strictly positive; no upper truncation,source reported; no new smoothing,source-reported measured or derived lineage recorded,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,(RT)    (DRILLING_SURFACE)      (6in)                   Rate of penetration averaged over the last 5 ft (1.5 m),averaged,source-reported depth-indexed curve,5 ft (approximately 1.5 m),exclude when explicitly flagged,exclude when explicitly flagged or require drilling-only lineage,exclude when explicitly flagged or require new-hole lineage,exclude and count,exclude and count,retain finite positive extremes and flag,Northern Carnarvon Basin|Gorgon|7456|MWD-LWD/ASCII/GOR-4C_RM_Drilling Mech Depth Based_Well Composite_277.1-4803m.las,ROP numeric payload remained inaccessible when this row was generated
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,measured_depth,DEPTH,Measured depth along the wellbore trajectory,wellbore trajectory index,m,m,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x1,mark unavailable; frozen source median after family qualification,0 <= MD_m <= 15000; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Browse Basin|Ichthys|6933|BDC-1C-06_CD953_LWD/ASCII/160228_IOA_F54_BDC-1C-06_DML_Run 5.las,(RT)    (DnMWorkflow)                                   Depth Index
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,weight_on_bit,SWOB,Source-reported surface weight on bit,surface,1000 lbf,kkgf,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x0.45359237_to_kkgf,mark unavailable; frozen source median after family qualification,0 <= WOB_kkgf <= 100; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Browse Basin|Ichthys|6933|BDC-1C-06_CD953_LWD/ASCII/160228_IOA_F54_BDC-1C-06_DML_Run 5.las,(RT)    (DRILLING_SURFACE)                              Surface Weight On Bit
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,surface_rotary_speed,RPM,Source-reported surface rotary speed,surface,c/min,rpm,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x1,mark unavailable; frozen source median after family qualification,0 <= surface_RPM_rpm <= 500; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Browse Basin|Ichthys|6933|BDC-1C-06_CD953_LWD/ASCII/160228_IOA_F54_BDC-1C-06_DML_Run 5.las,(RT)    (DRILLING_SURFACE)                              Rotational Speed
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,standpipe_pressure,SPPA,Source-reported standpipe pressure,surface,psi,kPa,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x6.894757293168_to_kPa,mark unavailable; frozen source median after family qualification,0 <= SPP_kPa <= 70000; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Browse Basin|Ichthys|6933|BDC-1C-06_CD953_LWD/ASCII/160228_IOA_F54_BDC-1C-06_DML_Run 5.las,(RT)    (DRILLING_SURFACE)                              Standpipe Pressure
PRINCIPALLY_FROZEN_ARCHIVE_SPECIFIC_PASS,target,rate_of_penetration,ROP5,Source-reported operational rate of penetration representing new-hole advancement during eligible active-drilling intervals,wellbore advancement,m/h,m/h,native depth-indexed source object,5 ft (approximately 1.5 m) source window,drilling-surface lineage in selected header,x1_to_m_per_h,exclude nonfinite target and count,finite and strictly positive; no upper truncation,source reported; no new smoothing,source-reported measured or derived lineage recorded,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,(RT)    (DRILLING_SURFACE)                              Rate of penetration averaged over the last 5 ft (1.5 m),averaged,source-reported depth-indexed curve,5 ft (approximately 1.5 m),exclude when explicitly flagged,exclude when explicitly flagged or require drilling-only lineage,exclude when explicitly flagged or require new-hole lineage,exclude and count,exclude and count,retain finite positive extremes and flag,Browse Basin|Ichthys|6933|BDC-1C-06_CD953_LWD/ASCII/160228_IOA_F54_BDC-1C-06_DML_Run 5.las,ROP numeric payload remained inaccessible when this row was generated
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,measured_depth,DEPTH,Measured depth along the wellbore trajectory,wellbore trajectory index,m,m,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x1,mark unavailable; frozen source median after family qualification,0 <= MD_m <= 15000; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Browse Basin|Ichthys|7448|19AWA0024_INPEX_BDC-1A-06_Final_Deliverable-_Depth_shifted_V2_Final_T13948/ASCII/190723_IOA_F55_BDC-1A-06_DML_Run08.las,(RT)    (DnMWorkflow)                                   Depth Index
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,weight_on_bit,SWOB,Source-reported surface weight on bit,surface,1000 lbf,kkgf,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x0.45359237_to_kkgf,mark unavailable; frozen source median after family qualification,0 <= WOB_kkgf <= 100; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Browse Basin|Ichthys|7448|19AWA0024_INPEX_BDC-1A-06_Final_Deliverable-_Depth_shifted_V2_Final_T13948/ASCII/190723_IOA_F55_BDC-1A-06_DML_Run08.las,(RT)    (DRILLING_SURFACE)                              Surface Weight On Bit
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,surface_rotary_speed,RPM,Source-reported surface rotary speed,surface,c/min,rpm,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x1,mark unavailable; frozen source median after family qualification,0 <= surface_RPM_rpm <= 500; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Browse Basin|Ichthys|7448|19AWA0024_INPEX_BDC-1A-06_Final_Deliverable-_Depth_shifted_V2_Final_T13948/ASCII/190723_IOA_F55_BDC-1A-06_DML_Run08.las,(RT)    (DRILLING_SURFACE)                              Rotational Speed
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,standpipe_pressure,SPPA,Source-reported standpipe pressure,surface,psi,kPa,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x6.894757293168_to_kPa,mark unavailable; frozen source median after family qualification,0 <= SPP_kPa <= 70000; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Browse Basin|Ichthys|7448|19AWA0024_INPEX_BDC-1A-06_Final_Deliverable-_Depth_shifted_V2_Final_T13948/ASCII/190723_IOA_F55_BDC-1A-06_DML_Run08.las,(RT)    (DRILLING_SURFACE)                              Standpipe Pressure
PRINCIPALLY_FROZEN_ARCHIVE_SPECIFIC_PASS,target,rate_of_penetration,ROP5,Source-reported operational rate of penetration representing new-hole advancement during eligible active-drilling intervals,wellbore advancement,m/h,m/h,native depth-indexed source object,5 ft (approximately 1.5 m) source window,drilling-surface lineage in selected header,x1_to_m_per_h,exclude nonfinite target and count,finite and strictly positive; no upper truncation,source reported; no new smoothing,source-reported measured or derived lineage recorded,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,(RT)    (DRILLING_SURFACE)                              Rate of penetration averaged over the last 5 ft (1.5 m),averaged,source-reported depth-indexed curve,5 ft (approximately 1.5 m),exclude when explicitly flagged,exclude when explicitly flagged or require drilling-only lineage,exclude when explicitly flagged or require new-hole lineage,exclude and count,exclude and count,retain finite positive extremes and flag,Browse Basin|Ichthys|7448|19AWA0024_INPEX_BDC-1A-06_Final_Deliverable-_Depth_shifted_V2_Final_T13948/ASCII/190723_IOA_F55_BDC-1A-06_DML_Run08.las,ROP numeric payload remained inaccessible when this row was generated
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,measured_depth,DEPT,Measured depth along the wellbore trajectory,wellbore trajectory index,m,m,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x1,mark unavailable; frozen source median after family qualification,0 <= MD_m <= 15000; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Browse Basin|Ichthys|7876|3_BDC-2-04_MWD_LWD/2_Main_well/ASCII/DML/231102_IOA_F44_BDC-2-04_DML_5664_Interpolated.las,Depth Index
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,weight_on_bit,SWOB,Source-reported surface weight on bit,surface,1000 lbf,kkgf,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x0.45359237_to_kkgf,mark unavailable; frozen source median after family qualification,0 <= WOB_kkgf <= 100; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Browse Basin|Ichthys|7876|3_BDC-2-04_MWD_LWD/2_Main_well/ASCII/DML/231102_IOA_F44_BDC-2-04_DML_5664_Interpolated.las,(RT)    (DRILLING_SURFACE)      (6in)                   Surface Weight On Bit
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,surface_rotary_speed,RPM,Source-reported surface rotary speed,surface,c/min,rpm,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x1,mark unavailable; frozen source median after family qualification,0 <= surface_RPM_rpm <= 500; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Browse Basin|Ichthys|7876|3_BDC-2-04_MWD_LWD/2_Main_well/ASCII/DML/231102_IOA_F44_BDC-2-04_DML_5664_Interpolated.las,(RT)    (DRILLING_SURFACE)      (6in)                   Rotational Speed
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,standpipe_pressure,SPPA,Source-reported standpipe pressure,surface,psi,kPa,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x6.894757293168_to_kPa,mark unavailable; frozen source median after family qualification,0 <= SPP_kPa <= 70000; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Browse Basin|Ichthys|7876|3_BDC-2-04_MWD_LWD/2_Main_well/ASCII/DML/231102_IOA_F44_BDC-2-04_DML_5664_Interpolated.las,(RT)    (DRILLING_SURFACE)      (6in)                   Standpipe Pressure
PRINCIPALLY_FROZEN_ARCHIVE_SPECIFIC_PASS,target,rate_of_penetration,ROP5,Source-reported operational rate of penetration representing new-hole advancement during eligible active-drilling intervals,wellbore advancement,m/h,m/h,native depth-indexed source object,5 ft (approximately 1.5 m) source window,drilling-surface lineage in selected header,x1_to_m_per_h,exclude nonfinite target and count,finite and strictly positive; no upper truncation,source reported; no new smoothing,source-reported measured or derived lineage recorded,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,(RT)    (DRILLING_SURFACE)      (6in)                   Rate of penetration averaged over the last 5 ft (1.5 m),averaged,source-reported depth-indexed curve,5 ft (approximately 1.5 m),exclude when explicitly flagged,exclude when explicitly flagged or require drilling-only lineage,exclude when explicitly flagged or require new-hole lineage,exclude and count,exclude and count,retain finite positive extremes and flag,Browse Basin|Ichthys|7876|3_BDC-2-04_MWD_LWD/2_Main_well/ASCII/DML/231102_IOA_F44_BDC-2-04_DML_5664_Interpolated.las,ROP numeric payload remained inaccessible when this row was generated
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,measured_depth,DEPT,Measured depth along the wellbore trajectory,wellbore trajectory index,m,m,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x1,mark unavailable; frozen source median after family qualification,0 <= MD_m <= 15000; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Browse Basin|Ichthys|804|3_BDC-2-01_01ST1_MWD_LWD/BDC-2-01ST1_Final_Deliverables/ASCII/DML/240121_IOA_F30_BDC-2-01ST1_DML_6746_Interpolated.las,Depth Index
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,weight_on_bit,SWOB,Source-reported surface weight on bit,surface,1000 lbf,kkgf,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x0.45359237_to_kkgf,mark unavailable; frozen source median after family qualification,0 <= WOB_kkgf <= 100; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Browse Basin|Ichthys|804|3_BDC-2-01_01ST1_MWD_LWD/BDC-2-01ST1_Final_Deliverables/ASCII/DML/240121_IOA_F30_BDC-2-01ST1_DML_6746_Interpolated.las,(RT)    (DRILLING_SURFACE)      (6in)                   Surface Weight On Bit
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,surface_rotary_speed,RPM,Source-reported surface rotary speed,surface,c/min,rpm,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x1,mark unavailable; frozen source median after family qualification,0 <= surface_RPM_rpm <= 500; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Browse Basin|Ichthys|804|3_BDC-2-01_01ST1_MWD_LWD/BDC-2-01ST1_Final_Deliverables/ASCII/DML/240121_IOA_F30_BDC-2-01ST1_DML_6746_Interpolated.las,(RT)    (DRILLING_SURFACE)      (6in)                   Rotational Speed
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,standpipe_pressure,SPPA,Source-reported standpipe pressure,surface,psi,kPa,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x6.894757293168_to_kPa,mark unavailable; frozen source median after family qualification,0 <= SPP_kPa <= 70000; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Browse Basin|Ichthys|804|3_BDC-2-01_01ST1_MWD_LWD/BDC-2-01ST1_Final_Deliverables/ASCII/DML/240121_IOA_F30_BDC-2-01ST1_DML_6746_Interpolated.las,(RT)    (DRILLING_SURFACE)      (6in)                   Standpipe Pressure
PRINCIPALLY_FROZEN_ARCHIVE_SPECIFIC_PASS,target,rate_of_penetration,ROP5,Source-reported operational rate of penetration representing new-hole advancement during eligible active-drilling intervals,wellbore advancement,m/h,m/h,native depth-indexed source object,5 ft (approximately 1.5 m) source window,drilling-surface lineage in selected header,x1_to_m_per_h,exclude nonfinite target and count,finite and strictly positive; no upper truncation,source reported; no new smoothing,source-reported measured or derived lineage recorded,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,(RT)    (DRILLING_SURFACE)      (6in)                   Rate of penetration averaged over the last 5 ft (1.5 m),averaged,source-reported depth-indexed curve,5 ft (approximately 1.5 m),exclude when explicitly flagged,exclude when explicitly flagged or require drilling-only lineage,exclude when explicitly flagged or require new-hole lineage,exclude and count,exclude and count,retain finite positive extremes and flag,Browse Basin|Ichthys|804|3_BDC-2-01_01ST1_MWD_LWD/BDC-2-01ST1_Final_Deliverables/ASCII/DML/240121_IOA_F30_BDC-2-01ST1_DML_6746_Interpolated.las,ROP numeric payload remained inaccessible when this row was generated
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,measured_depth,DEPT,Measured depth along the wellbore trajectory,wellbore trajectory index,m,m,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x1,mark unavailable; frozen source median after family qualification,0 <= MD_m <= 15000; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Bonaparte Basin|Montara|7019|MWD_LWD/ASCII/Montara_H5_ST-2_DrillingMechanics_RM_Depth_1670-5240m_MD_Interpolated.las,Depth Index
